Record Id,Credit Risk,Installment rate_transformed,Residence Tenure_transformed,Existing credit_transformed,Dependents_transformed,Duration_transformed,Credit amt_transformed,Age_transformed,Current Ac status,SavingAc/Bonds,Emp Tenure,Debtors/Guarantors,Housing,Job,Telephone,Foreign Worker,credit_history_transformed,Status & Sex_female : divorce/seperated/married,Status & Sex_male : divorce/seperated,Status & Sex_male:married/widowed,Status & Sex_male:single,Property owned_building society savings agreement/ life insurance,Property owned_car or other,Property owned_real estate,Property owned_unknown / no property,Purpose_business,Purpose_car(new),Purpose_car(used),Purpose_domestic appliance,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/tv,Purpose_repairs,Purpose_retraining,Other Installemnt plans_bank,Other Installemnt plans_none,Other Installemnt plans_stores
351,1,1,4,1.000000,1,-1.004692,-0.761953,-1.111496,0.000000,1.000000,1.000000,0.000000,0.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
352,2,1,2,1.000000,1,-1.004692,-0.869140,-0.578274,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","no","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
353,1,2,4,1.000000,1,-0.238635,0.009247,0.221560,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
354,2,4,2,2.000000,1,-0.749340,1.158503,-0.667144,1.000000,1.000000,2.000000,0.000000,0.000000,2.000000,"yes","yes","4.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
355,1,4,4,1.000000,1,-0.919575,-0.958913,0.932524,0.000000,3.000000,4.000000,0.000000,2.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
356,2,4,2,1.000000,1,0.272070,-0.758084,-1.111496,2.000000,1.000000,1.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
357,1,1,4,1.000000,1,-0.749340,-0.338238,1.199135,0.000000,0.000000,4.000000,1.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
358,2,4,2,2.000000,1,1.293479,0.486750,-0.844885,0.000000,1.000000,2.000000,0.000000,1.000000,3.000000,"yes","yes","0.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
359,1,4,2,1.000000,1,-0.749340,-0.939953,-0.667144,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
360,2,4,4,1.000000,1,0.782774,-0.309216,-1.111496,1.000000,1.000000,3.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
361,1,4,4,1.000000,1,-0.238635,-0.760793,2.265580,2.000000,0.000000,2.000000,0.000000,2.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
362,1,2,3,1.000000,1,-0.749340,0.075030,0.132690,3.000000,0.000000,4.000000,0.000000,1.000000,3.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
363,1,2,2,2.000000,1,-0.749340,-0.370742,0.043819,3.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","0.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
364,1,1,2,1.000000,1,-1.260044,-0.556867,-1.289237,0.000000,1.000000,2.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
365,2,4,1,1.000000,1,-0.238635,-0.283290,-0.933755,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
366,1,2,4,1.000000,1,-0.749340,-0.643545,0.043819,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
367,1,3,1,2.000000,1,-0.238635,0.249546,-0.756014,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
368,1,1,4,1.000000,1,-0.238635,0.172155,-1.200367,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
369,2,4,2,1.000000,2,1.293479,0.093217,0.577042,1.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
370,1,2,4,1.000000,1,-0.238635,-0.078978,0.399301,2.000000,1.000000,3.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
371,1,4,4,1.000000,1,1.293479,-0.048796,0.043819,0.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
372,1,3,4,2.000000,1,-0.238635,1.108586,-0.222792,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
373,1,1,3,2.000000,1,-0.919575,-0.409825,-1.111496,0.000000,1.000000,1.000000,0.000000,0.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
374,1,2,4,1.000000,1,2.807494,3.080910,2.443321,0.000000,0.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
375,2,3,4,2.000000,1,2.807494,3.080910,2.176710,2.000000,2.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","3.000000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
376,2,2,4,1.000000,1,2.314888,1.733518,0.132690,1.000000,1.000000,3.000000,2.000000,0.000000,2.000000,"none","yes","3.000000",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
377,1,2,3,2.000000,1,-0.238635,-0.342495,-0.133921,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
378,1,3,4,1.000000,1,-1.174927,-0.912866,0.043819,0.000000,0.000000,4.000000,0.000000,2.000000,2.000000,"none","yes","0.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
379,2,4,2,1.000000,1,1.293479,3.080910,1.910099,2.000000,1.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
380,1,4,4,2.000000,1,-1.260044,-1.100152,1.465746,0.000000,2.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
381,1,4,4,1.000000,1,-0.068400,-0.384286,0.310431,1.000000,0.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
382,2,3,4,1.000000,1,-0.238635,3.080910,0.221560,2.000000,1.000000,0.000000,0.000000,2.000000,3.000000,"yes","yes","2.000000",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
383,1,4,4,1.000000,1,0.101835,-0.743767,-0.933755,0.000000,0.000000,3.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
384,1,4,1,1.000000,1,-0.749340,-0.725580,-0.844885,3.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
385,1,2,2,2.000000,1,0.782774,0.412841,-0.844885,0.000000,2.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","0.000000",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
386,1,2,1,2.000000,1,-0.238635,-0.374225,-0.933755,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
387,1,4,2,1.000000,1,-0.238635,-0.804519,-1.289237,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
388,1,4,4,2.000000,1,-0.238635,1.613175,0.399301,2.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
389,1,2,4,1.000000,1,-0.493987,-0.340173,-0.756014,2.000000,3.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
390,1,3,2,2.000000,1,-1.004692,-0.679532,-0.756014,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
391,1,2,2,1.000000,1,-0.238635,-0.535972,-0.489403,0.000000,1.000000,2.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
392,1,1,4,1.000000,1,-0.749340,-0.859853,-1.466978,2.000000,4.000000,1.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
393,1,2,4,1.000000,2,1.293479,0.016986,0.310431,1.000000,1.000000,3.000000,0.000000,2.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
394,1,1,4,1.000000,1,-1.260044,-0.482959,-0.400533,1.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
395,1,2,3,1.000000,1,-1.004692,-0.309216,-0.400533,0.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
396,1,2,3,1.000000,1,1.548831,3.080910,-0.311662,2.000000,2.000000,3.000000,0.000000,0.000000,2.000000,"yes","yes","0.000000",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
397,1,3,4,1.000000,1,-0.749340,-0.242660,1.732358,1.000000,1.000000,0.000000,0.000000,2.000000,3.000000,"none","yes","2.000000",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
398,1,3,2,2.000000,1,1.293479,-0.331660,0.932524,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
399,2,1,1,2.000000,1,-0.749340,-0.766984,0.932524,2.000000,1.000000,4.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400,1,4,1,2.000000,1,0.272070,-0.653606,0.665913,0.000000,4.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
401,1,3,4,1.000000,1,-0.238635,-0.670245,0.310431,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
402,1,4,4,2.000000,1,-0.238635,-0.510046,-0.667144,2.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
403,2,2,2,2.000000,1,0.272070,2.106155,-0.756014,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","0.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
404,1,4,2,2.000000,1,-0.579105,-0.929892,-0.756014,0.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","0.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
405,1,4,4,1.000000,2,-0.238635,-0.118448,0.665913,2.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
406,2,1,1,1.000000,1,0.272070,-0.451229,-1.200367,2.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
407,1,4,4,2.000000,2,0.272070,-0.390090,0.665913,0.000000,0.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
408,1,4,2,1.000000,1,-0.493987,-0.832766,-0.756014,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","no","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
409,1,3,2,1.000000,1,0.272070,0.011569,-0.844885,0.000000,3.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
410,2,4,2,3.000000,1,-0.749340,-0.876879,-0.667144,3.000000,3.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
411,1,4,4,1.000000,1,0.272070,-0.479090,-1.378108,2.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
412,1,3,2,2.000000,1,1.038127,1.566353,-0.045051,0.000000,1.000000,3.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
413,2,4,2,2.000000,1,-0.749340,-0.353329,0.577042,0.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
414,1,3,2,1.000000,2,-0.919575,-0.622263,0.399301,0.000000,3.000000,2.000000,0.000000,0.000000,1.000000,"none","no","2.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
415,2,4,2,1.000000,1,0.272070,-0.705845,-0.045051,1.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
416,1,2,2,2.000000,2,1.293479,1.020360,-0.045051,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
417,2,4,1,1.000000,2,-0.749340,-0.242273,-0.222792,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
418,1,1,2,2.000000,1,-0.238635,2.037664,-1.111496,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000,"yes","yes","0.000000",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
419,1,1,2,1.000000,1,0.016717,-0.163721,-0.400533,0.000000,3.000000,3.000000,0.000000,1.000000,3.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
420,2,4,2,1.000000,1,-0.238635,-0.837023,-0.222792,2.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
421,1,2,3,1.000000,1,-0.493987,-0.007392,-1.378108,0.000000,4.000000,3.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
422,1,4,2,1.000000,1,-0.749340,-0.455485,-0.489403,2.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
423,1,2,3,2.000000,2,-0.749340,-0.869527,1.021394,2.000000,1.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
424,1,4,3,2.000000,1,0.016717,-0.624585,-0.133921,0.000000,2.000000,3.000000,0.000000,1.000000,3.000000,"none","yes","0.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
425,2,1,2,1.000000,1,-0.749340,-0.171460,-0.933755,2.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
426,1,1,3,1.000000,1,-0.238635,-0.164882,-1.289237,2.000000,1.000000,2.000000,0.000000,0.000000,2.000000,"yes","yes","2.000000",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
427,1,4,2,2.000000,1,0.612539,-0.178813,-0.578274,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
428,1,4,3,2.000000,1,-0.238635,-0.795619,0.932524,0.000000,4.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
429,1,1,4,1.000000,1,-1.004692,-0.732158,-1.378108,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
430,2,2,4,3.000000,2,-0.238635,-0.779753,1.732358,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000,"none","yes","1.000000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
431,1,1,4,1.000000,1,-1.345162,0.093990,2.899465,0.000000,1.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
432,2,2,3,2.000000,1,0.272070,3.080910,-0.578274,2.000000,1.000000,2.000000,1.000000,1.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
433,1,4,4,3.000000,1,-1.260044,-0.515850,0.043819,1.000000,1.000000,0.000000,0.000000,2.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
434,1,4,2,2.000000,1,0.272070,-0.443877,-0.222792,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
435,1,3,2,1.000000,1,-1.004692,-0.413694,-0.933755,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
436,2,2,1,1.000000,1,-0.749340,-0.665989,-0.933755,2.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
437,1,2,4,1.000000,1,-1.260044,-0.984839,-1.111496,0.000000,3.000000,3.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
438,1,4,4,2.000000,1,0.272070,-0.742219,0.132690,0.000000,4.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
439,1,4,4,2.000000,1,1.804183,0.073095,2.621062,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
440,2,4,1,1.000000,1,-0.749340,-1.004574,-0.844885,3.000000,1.000000,1.000000,0.000000,1.000000,0.000000,"none","yes","3.000000",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
441,1,4,4,1.000000,1,-0.749340,-0.511207,0.310431,0.000000,1.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
442,1,2,3,1.000000,1,-0.749340,-0.613363,-0.489403,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
443,1,2,3,2.000000,1,-0.068400,-0.222925,-0.578274,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","0.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
444,2,4,4,1.000000,2,-0.749340,-0.962009,0.488172,0.000000,1.000000,4.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
445,2,2,3,1.000000,1,2.314888,0.731692,-0.489403,2.000000,1.000000,2.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
446,1,4,4,2.000000,1,-1.004692,-0.758858,0.488172,0.000000,0.000000,4.000000,0.000000,0.000000,1.000000,"none","yes","1.000000",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
447,2,4,4,1.000000,1,1.293479,-0.527459,-0.133921,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
448,1,2,2,1.000000,1,-1.174927,-0.243434,-0.045051,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
449,1,3,4,1.000000,1,-0.749340,-0.689206,1.732358,3.000000,0.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
450,2,3,3,2.000000,1,-0.493987,-0.655154,2.265580,2.000000,4.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
451,1,4,2,1.000000,1,1.293479,3.037169,-0.489403,0.000000,0.000000,2.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
452,1,3,1,1.000000,1,-1.260044,-1.039787,-0.578274,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
453,1,2,4,2.000000,1,-0.749340,-0.172621,-0.133921,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","4.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
454,1,4,4,1.000000,1,0.272070,-0.207060,-0.045051,0.000000,1.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
455,2,2,3,1.000000,1,0.272070,0.623732,-0.400533,1.000000,1.000000,3.000000,1.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
456,1,4,1,1.000000,1,0.272070,-0.203578,-0.578274,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
457,1,2,2,2.000000,2,-0.834457,0.270829,0.043819,1.000000,1.000000,2.000000,0.000000,0.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
458,2,3,4,1.000000,1,-0.749340,0.069999,-0.045051,1.000000,1.000000,4.000000,0.000000,2.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
459,1,4,1,1.000000,1,-1.260044,-1.107504,-0.756014,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
460,1,3,2,1.000000,1,-0.238635,0.537441,-0.311662,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
461,1,1,2,1.000000,2,1.293479,0.160547,0.132690,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462,1,2,3,1.000000,1,-0.493987,-0.574280,0.043819,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463,1,3,1,1.000000,1,-0.749340,-0.072787,-0.133921,2.000000,1.000000,1.000000,0.000000,0.000000,3.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
464,1,4,4,2.000000,1,-0.749340,-0.948466,0.221560,2.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
465,1,4,1,2.000000,1,-0.238635,-0.485668,-0.133921,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
466,1,3,4,1.000000,2,0.272070,-0.108774,2.443321,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
467,2,4,2,1.000000,1,0.272070,-0.598272,-0.578274,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,"yes","yes","0.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
